dataset,location,year,month,day,date,data_quality,max_temp_c,max_temp_flag,min_temp_c,min_temp_flag,mean_temp_c,mean_temp_flag,heat_deg_days_c,heat_deg_days_flag,cool_deg_days_c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip_mm,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km_h,spd_of_max_gust_flag,season,lessons,promotion
ec_climate_daily,LA MACAZA QC 5599,2017,3,10,2017-03-10,NA,-7,NA,-15,NA,-11,NA,29,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,4,20,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,11,2017-03-11,NA,-17,NA,-28,NA,-22.5,NA,40.5,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,4,20,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,12,2017-03-12,NA,-12,NA,-21.5,NA,-16.8,NA,34.8,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,4,18,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,13,2017-03-13,NA,-8,NA,-26,NA,-17,NA,35,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,4,12,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,14,2017-03-14,NA,-8,NA,-17,NA,-12.5,NA,30.5,NA,0,NA,0,NA,NA,M,NA,M,46,NA,NA,NA,NA,NA,4,7,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,15,2017-03-15,NA,-6,NA,-11,NA,-8.5,NA,26.5,NA,0,NA,0,NA,0,T,0,T,56,NA,NA,NA,NA,NA,4,9,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,16,2017-03-16,NA,-2,NA,-12.6,NA,-7.3,NA,25.3,NA,0,NA,0,NA,0,NA,0,NA,62,NA,NA,NA,NA,NA,4,13,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,17,2017-03-17,NA,2,NA,-20.2,NA,-9.1,NA,27.1,NA,0,NA,0,NA,0,NA,0,NA,54,NA,NA,NA,NA,NA,4,14,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,18,2017-03-18,NA,6,NA,-23.2,NA,-8.6,NA,26.6,NA,0,NA,0,NA,0,NA,0,NA,54,NA,NA,NA,NA,NA,4,17,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,19,2017-03-19,NA,9,NA,-19,NA,-5,NA,23,NA,0,NA,0,NA,0,NA,0,NA,52,NA,NA,NA,NA,NA,4,16,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,20,2017-03-20,NA,6,NA,-13,NA,-3.5,NA,21.5,NA,0,NA,0,NA,0,NA,0,NA,46,NA,NA,NA,NA,NA,4,11,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,21,2017-03-21,NA,9,NA,-5,NA,2,NA,16,NA,0,NA,0,T,5,NA,5,NA,46,NA,NA,NA,NA,NA,4,5,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,22,2017-03-22,NA,-8,NA,-19,NA,-13.5,NA,31.5,NA,0,NA,0,NA,0,NA,0,NA,52,NA,NA,NA,NA,NA,4,7,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,23,2017-03-23,NA,2,NA,-25,NA,-11.5,NA,29.5,NA,0,NA,0,NA,1,NA,1,NA,48,NA,NA,NA,NA,NA,4,12,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,24,2017-03-24,NA,0,NA,-5,NA,-2.5,NA,20.5,NA,0,NA,0,T,4,NA,4,NA,46,NA,NA,NA,NA,NA,4,15,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,25,2017-03-25,NA,6.1,NA,-4.7,NA,0.7,NA,17.3,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,NA,NA,NA,4,15,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,26,2017-03-26,NA,5,NA,-16,NA,-5.5,NA,23.5,NA,0,NA,5,NA,0,NA,5,NA,46,NA,NA,NA,NA,NA,4,14,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,27,2017-03-27,NA,3,NA,-1,NA,1,NA,17,NA,0,NA,4.4,NA,0,NA,4.4,NA,44,NA,NA,NA,NA,NA,4,12,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,28,2017-03-28,NA,6,NA,0,NA,3,NA,15,NA,0,NA,1.6,NA,0,NA,1.6,NA,40,NA,NA,NA,NA,NA,4,6,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,29,2017-03-29,NA,5,NA,0,NA,2.5,NA,15.5,NA,0,NA,0,NA,0,NA,0,NA,40,NA,NA,NA,NA,NA,4,4,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,30,2017-03-30,NA,8,NA,-5,NA,1.5,NA,16.5,NA,0,NA,0,NA,0,NA,0,NA,40,NA,NA,NA,NA,NA,4,13,0
ec_climate_daily,LA MACAZA QC 5599,2017,3,31,2017-03-31,NA,6.3,NA,-3,NA,1.7,NA,16.3,NA,0,NA,NA,M,NA,M,NA,M,34,NA,NA,NA,NA,NA,4,14,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,1,2017-04-01,NA,5,NA,0,NA,2.5,NA,15.5,NA,0,NA,0,NA,0,NA,0,NA,NA,M,NA,NA,NA,NA,4,20,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,2,2017-04-02,NA,9,NA,-3,NA,3,NA,15,NA,0,NA,0,NA,0,NA,0,NA,32,NA,NA,NA,NA,NA,4,20,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,3,2017-04-03,NA,12,NA,-7,NA,2.5,NA,15.5,NA,0,NA,3,NA,0,NA,3,NA,28,NA,NA,NA,NA,NA,4,7,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,4,2017-04-04,NA,4,NA,0,NA,2,NA,16,NA,0,NA,27.6,NA,0,NA,27.6,NA,22,NA,NA,NA,NA,NA,4,8,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,5,2017-04-05,NA,9,NA,1,NA,5,NA,13,NA,0,NA,0.4,NA,0,NA,0.4,NA,22,NA,NA,NA,NA,NA,4,7,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,6,2017-04-06,NA,4,NA,0,NA,2,NA,16,NA,0,NA,25,NA,NA,M,NA,M,20,NA,NA,NA,NA,NA,4,12,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,7,2017-04-07,NA,3,NA,0,NA,1.5,NA,16.5,NA,0,NA,2,NA,NA,M,NA,M,20,NA,NA,NA,NA,NA,4,18,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,8,2017-04-08,NA,7,NA,-1,NA,3,NA,15,NA,0,NA,0,NA,0,NA,0,NA,20,NA,NA,NA,NA,NA,4,20,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,9,2017-04-09,NA,15,NA,-7,NA,4,NA,14,NA,0,NA,1,NA,0,NA,1,NA,16,NA,NA,NA,NA,NA,4,17,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,10,2017-04-10,NA,23,NA,2,NA,12.5,NA,5.5,NA,0,NA,12.4,NA,0,NA,12.4,NA,16,NA,NA,NA,NA,NA,4,8,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,11,2017-04-11,NA,6,NA,2,NA,4,NA,14,NA,0,NA,16.2,NA,0,NA,16.2,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,12,2017-04-12,NA,6,NA,2,NA,4,NA,14,NA,0,NA,1.2,NA,0,NA,1.2,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,13,2017-04-13,NA,11,NA,0,NA,5.5,NA,12.5,NA,0,NA,0,NA,0,NA,0,NA,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,14,2017-04-14,NA,15,NA,-7,NA,4,NA,14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,15,2017-04-15,NA,18.7,NA,-3,NA,7.9,NA,10.1,NA,0,NA,NA,M,0,NA,NA,M,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,16,2017-04-16,NA,10,NA,8,NA,9,NA,9,NA,0,NA,19.4,NA,0,NA,19.4,NA,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,17,2017-04-17,NA,4,NA,1,NA,2.5,NA,15.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,18,2017-04-18,NA,11,NA,-7,NA,2,NA,16,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,19,2017-04-19,NA,7,NA,0,NA,3.5,NA,14.5,NA,0,NA,15.8,NA,0,NA,15.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,20,2017-04-20,NA,11,NA,1,NA,6,NA,12,NA,0,NA,3,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,21,2017-04-21,NA,11,NA,4,NA,7.5,NA,10.5,NA,0,NA,2.8,NA,0,NA,2.8,NA,NA,M,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,22,2017-04-22,NA,10,NA,4,NA,7,NA,11,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,23,2017-04-23,NA,18,NA,-3,NA,7.5,NA,10.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,24,2017-04-24,NA,9,NA,-3.2,NA,2.9,NA,15.1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,25,2017-04-25,NA,17,NA,-3,NA,7,NA,11,NA,0,NA,5.8,NA,0,NA,5.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,26,2017-04-26,NA,18,NA,8,NA,13,NA,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,27,2017-04-27,NA,25,NA,7,NA,16,NA,2,NA,0,NA,1.4,NA,0,NA,1.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,28,2017-04-28,NA,20,NA,12,NA,16,NA,2,NA,0,NA,0.6,NA,0,NA,0.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,29,2017-04-29,NA,15,NA,5,NA,10,NA,8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,4,30,2017-04-30,NA,9,NA,-3,NA,3,NA,15,NA,0,NA,18.2,NA,0,NA,18.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,1,2017-05-01,NA,12,NA,3.3,NA,7.7,NA,10.3,NA,0,NA,24.6,NA,0,NA,24.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,2,2017-05-02,NA,15,NA,7,NA,11,NA,7,NA,0,NA,15.2,NA,0,NA,15.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,3,2017-05-03,NA,12.5,NA,2,NA,7.3,NA,10.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,4,2017-05-04,NA,16,NA,-4,NA,6,NA,12,NA,0,NA,3,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,5,2017-05-05,NA,9,NA,6,NA,7.5,NA,10.5,NA,0,NA,22.4,NA,0,NA,22.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,6,2017-05-06,NA,20,NA,6,NA,13,NA,5,NA,0,NA,7.2,NA,0,NA,7.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,7,2017-05-07,NA,6,NA,3,NA,4.5,NA,13.5,NA,0,NA,1.4,NA,0,NA,1.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,8,2017-05-08,NA,2.8,NA,-0.5,NA,1.2,NA,16.8,NA,0,NA,NA,M,NA,M,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,9,2017-05-09,NA,7,NA,-1,NA,3,NA,15,NA,0,NA,0.2,NA,0,NA,0.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,10,2017-05-10,NA,14,NA,-3,NA,5.5,NA,12.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,11,2017-05-11,NA,17,NA,-2,NA,7.5,NA,10.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,12,2017-05-12,NA,17,NA,7,NA,12,NA,6,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,13,2017-05-13,NA,20,NA,4,NA,12,NA,6,NA,0,NA,7.4,NA,0,NA,7.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,14,2017-05-14,NA,13,NA,8,NA,10.5,NA,7.5,NA,0,NA,4.4,NA,0,NA,4.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,15,2017-05-15,NA,21,NA,6,NA,13.5,NA,4.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,16,2017-05-16,NA,24,NA,5,NA,14.5,NA,3.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,17,2017-05-17,NA,30,NA,10,NA,20,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,18,2017-05-18,NA,31,NA,15,NA,23,NA,0,NA,5,NA,16.2,NA,0,NA,16.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,19,2017-05-19,NA,16,NA,6,NA,11,NA,7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,20,2017-05-20,NA,20,NA,-1,NA,9.5,NA,8.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,21,2017-05-21,NA,18,NA,1,NA,9.5,NA,8.5,NA,0,NA,10,NA,0,NA,10,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,22,2017-05-22,NA,12,NA,8,NA,10,NA,8,NA,0,NA,7.8,NA,0,NA,7.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,23,2017-05-23,NA,19,NA,6,NA,12.5,NA,5.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,24,2017-05-24,NA,24,NA,4,NA,14,NA,4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,25,2017-05-25,NA,21,NA,7,NA,14,NA,4,NA,0,NA,5.8,NA,0,NA,5.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,26,2017-05-26,NA,14,NA,11,NA,12.5,NA,5.5,NA,0,NA,4.4,NA,0,NA,4.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,27,2017-05-27,NA,26,NA,9,NA,17.5,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,28,2017-05-28,NA,26,NA,8,NA,17,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,29,2017-05-29,NA,18,NA,10,NA,14,NA,4,NA,0,NA,18.6,NA,0,NA,18.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,30,2017-05-30,NA,20,NA,12,NA,16,NA,2,NA,0,NA,8.6,NA,0,NA,8.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,5,31,2017-05-31,NA,21,NA,9,NA,15,NA,3,NA,0,NA,3.6,NA,0,NA,3.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,1,2017-06-01,NA,15,NA,10,NA,12.5,NA,5.5,NA,0,NA,4.2,NA,0,NA,4.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,2,2017-06-02,NA,13,NA,5,NA,9,NA,9,NA,0,NA,7.2,NA,0,NA,7.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,3,2017-06-03,NA,17,NA,7,NA,12,NA,6,NA,0,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,4,2017-06-04,NA,20,NA,7,NA,13.5,NA,4.5,NA,0,NA,6,NA,0,NA,6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,5,2017-06-05,NA,16,NA,10.5,NA,13.3,NA,4.7,NA,0,NA,6.6,NA,0,NA,6.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,6,2017-06-06,NA,19,NA,10,NA,14.5,NA,3.5,NA,0,NA,0.6,NA,0,NA,0.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,7,2017-06-07,NA,28,NA,2,NA,15,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,8,2017-06-08,NA,29,NA,7,NA,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,9,2017-06-09,NA,24,NA,8,NA,16,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,10,2017-06-10,NA,24,NA,3,NA,13.5,NA,4.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,11,2017-06-11,NA,33,NA,17,NA,25,NA,0,NA,7,NA,2.2,NA,0,NA,2.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,12,2017-06-12,NA,30,NA,16,NA,23,NA,0,NA,5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,13,2017-06-13,NA,27.1,NA,16,NA,21.6,NA,0,NA,3.6,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,14,2017-06-14,NA,22,NA,3,NA,12.5,NA,5.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,15,2017-06-15,NA,23,NA,3,NA,13,NA,5,NA,0,NA,19.2,NA,0,NA,19.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,16,2017-06-16,NA,20,NA,12,NA,16,NA,2,NA,0,NA,2,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,17,2017-06-17,NA,24,NA,17,NA,20.5,NA,0,NA,2.5,NA,16.8,NA,0,NA,16.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,18,2017-06-18,NA,28,NA,18,NA,23,NA,0,NA,5,NA,16.4,NA,0,NA,16.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,19,2017-06-19,NA,26,NA,16,NA,21,NA,0,NA,3,NA,5,NA,0,NA,5,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,20,2017-06-20,NA,23,NA,15,NA,19,NA,0,NA,1,NA,3.4,NA,0,NA,3.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,21,2017-06-21,NA,21.1,NA,12,NA,16.6,NA,1.4,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,22,2017-06-22,NA,23,NA,6,NA,14.5,NA,3.5,NA,0,NA,6,NA,0,NA,6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,23,2017-06-23,NA,23,NA,15,NA,19,NA,0,NA,1,NA,4.8,NA,0,NA,4.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,24,2017-06-24,NA,24.3,NA,14,NA,19.2,NA,0,NA,1.2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,25,2017-06-25,NA,22,NA,9.4,NA,15.7,NA,2.3,NA,0,NA,8,NA,0,NA,8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,26,2017-06-26,NA,21,NA,6,NA,13.5,NA,4.5,NA,0,NA,7,NA,0,NA,7,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,27,2017-06-27,NA,20,NA,9,NA,14.5,NA,3.5,NA,0,NA,9,NA,0,NA,9,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,28,2017-06-28,NA,22,NA,8,NA,15,NA,3,NA,0,NA,0.8,NA,0,NA,0.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,29,2017-06-29,NA,21.6,NA,9.1,NA,15.4,NA,2.6,NA,0,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,6,30,2017-06-30,NA,22,NA,14,NA,18,NA,0,NA,0,NA,12,NA,0,NA,12,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,1,2017-07-01,NA,23.2,NA,17.3,NA,20.3,NA,0,NA,2.3,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,2,2017-07-02,NA,23,NA,16,NA,19.5,NA,0,NA,1.5,NA,4.4,NA,0,NA,4.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,3,2017-07-03,NA,25,NA,12,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,4,2017-07-04,NA,27,NA,8,NA,17.5,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,5,2017-07-05,NA,28,NA,6,NA,17,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,6,2017-07-06,NA,28,NA,10,NA,19,NA,0,NA,1,NA,3.2,NA,0,NA,3.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,7,2017-07-07,NA,25,NA,16,NA,20.5,NA,0,NA,2.5,NA,3.4,NA,0,NA,3.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,8,2017-07-08,NA,22,NA,15,NA,18.5,NA,0,NA,0.5,NA,2,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,9,2017-07-09,NA,24,NA,7.5,NA,15.8,NA,2.2,NA,0,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,10,2017-07-10,NA,24,NA,14,NA,19,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,11,2017-07-11,NA,27,NA,14,NA,20.5,NA,0,NA,2.5,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,12,2017-07-12,NA,18,NA,13,NA,15.5,NA,2.5,NA,0,NA,3,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,13,2017-07-13,NA,26,NA,12,NA,19,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,14,2017-07-14,NA,26,NA,7,NA,16.5,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,15,2017-07-15,NA,29,NA,15,NA,22,NA,0,NA,4,NA,0.2,NA,0,NA,0.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2017,7,16,2017-07-16,NA,25.3,NA,14,NA,19.7,NA,0,NA,1.7,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
